x,y,z
973,-105,-121
988,20,-117
977,-27,-141
977,-94,-121
1039,98,-125
973,4,-145
1055,113,-113
996,94,-137
992,-8,-121
969,-133,-121
984,121,-133
996,23,-133
996,-113,-148
965,-66,-117
1016,12,-125
988,86,-148
1035,70,-125
977,-63,-152
988,39,-121
992,-86,-117
980,-35,-148
977,113,-113
992,-82,-145
996,-8,-156
969,-82,-98
1031,39,-129
1000,35,-145
1047,-86,-129
973,-78,-133
996,39,-137
1039,-66,-125
965,-160,-156
992,63,-148
1039,-35,-117
969,-164,-164
988,55,-125
1023,31,-125
1020,148,-133
1012,63,-125
977,-66,-152
973,-98,-113
1031,78,-125
969,-23,-141
969,-82,-117
1047,102,-121
1020,-16,-137
973,-74,-121
1043,109,-113
961,8,-148
1027,70,-121
1000,90,-133
992,-23,-125
973,-20,-137
1008,113,-137
1000,-12,-125
977,-113,-125
1008,117,-121
1023,16,-125
988,-141,-160
965,-23,-125
1012,39,-133
977,-117,-156
980,-35,-125
1016,59,-121
953,113,-152
1023,109,-125
984,16,-145
980,-78,-133
961,-145,-117
980,31,-121
996,-70,-121
957,-172,-160
988,39,-129
992,-39,-121
969,-160,-160
988,102,-129
1039,-12,-133
969,-129,-148
996,141,-117
977,-12,-137
973,-121,-148
1004,141,-129
1012,16,-129
992,125,-125
1031,70,-117
980,-78,-156
977,-31,-129
1027,82,-113
980,-43,-152
980,-47,-121
1016,86,-125
1000,0,-168
1039,121,-121
996,47,-133
996,-55,-125
953,113,-121
984,-20,-121
1008,-39,-129
949,105,-129
953,-23,-113
1004,-12,-125
969,-145,-121
988,137,-125
1020,8,-125
996,-121,-152
965,-90,-113
965,8,-113
996,-98,-148
965,-82,-129
1023,47,-121
988,105,-148
1043,82,-121
980,-23,-152
1008,43,-105
988,-117,-121
984,0,-145
984,-59,-117
980,-102,-137
965,55,-121
980,-86,-125
988,-70,-137
1000,59,-141
1047,-70,-137
1000,-59,-133
1008,66,-133
1047,-55,-121
969,-148,-156
996,70,-133
1039,-16,-125
965,-160,-156
984,63,-129
1027,31,-129
984,160,-113
1008,55,-129
973,-66,-141
973,-102,-117
1027,78,-129
988,-47,-145
965,-90,-117
1051,98,-117
1020,16,-121
1039,105,-117
992,47,-141
988,-51,-129
977,78,-125
980,8,-121
1027,66,-105
1000,63,-121
1012,16,-129
996,156,-121
1020,70,-117
988,-43,-148
965,-90,-117
1047,98,-121
977,-12,-133
973,-78,-113
1047,113,-113
988,-16,-141
977,-78,-105
1008,102,-98
992,35,-137
1031,63,-125
1004,102,-129
996,-35,-129
949,4,-125
965,-35,-129
1016,-4,-125
973,70,-125
961,-35,-117
1016,27,-125
965,-133,-148
988,-20,-129
1020,39,-125
992,-98,-145
1012,-47,-133
1012,51,-125
988,-86,-145
973,-82,-121
1031,59,-121
969,-63,-145
965,-98,-121
1031,31,-125
961,82,-145
1059,121,-113
992,35,-129
984,-43,-121
1012,-156,-148
1004,86,-133
996,-20,-129
965,-137,-145
1008,117,-133
977,-20,-129
961,-141,-156
996,133,-125
1023,16,-117
988,113,-160
1031,74,-121
977,-66,-152
984,-27,-129
1023,82,-125
973,-51,-152
984,-35,-121
1023,82,-125
992,-16,-137
984,-98,-117
1031,66,-125
988,4,-145
1059,121,-129
977,47,-121
1000,-20,-125
969,105,-125
961,-31,-121
992,-8,-125
938,86,-102
969,-55,-117
1000,4,-125
965,-117,-156
969,-78,-121
988,27,-133
988,-105,-160
961,-78,-113
1027,59,-117
988,-74,-148
957,-74,-117
1035,78,-113
969,-20,-148
980,-82,-125
1027,74,-121
1000,55,-133
1027,94,-117
1000,59,-141
996,-70,-129
980,-82,-117
988,78,-137
1008,-47,-125
957,-20,-133
992,90,-137
1000,-16,-125
973,-129,-152
984,90,-129
1047,0,-129
996,160,-152
1012,8,-129
984,-66,-145
977,-105,-121
1008,66,-117
984,-39,-148
969,-98,-113
1047,102,-113
992,-12,-145
973,-74,-117
1043,113,-117
969,20,-125
1031,-70,-113
992,-156,-160
1004,23,-137
1039,74,-125
1008,121,-129
1008,-4,-133
965,31,-117
957,-55,-125
1023,16,-129
1004,-70,-137
961,-63,-113
1020,47,-125
965,-102,-156
977,-51,-125
1027,51,-129
984,-82,-145
1004,-23,-129
1020,74,-113
980,-51,-152
973,-63,-121
1043,82,-125
961,-31,-152
973,-82,-113
1039,74,-125
961,63,-137
1062,113,-117
1012,35,-137
988,-16,-125
969,-141,-145
1012,105,-133
1004,-4,-117
969,-133,-152
1008,148,-129
992,-4,-125
957,-117,-152
1000,160,-129
1012,59,-137
984,117,-152
1047,113,-121
977,-8,-145
980,-47,-121
1043,102,-125
980,51,-137
1000,-23,-141
973,-125,-137
1000,63,-141
1023,-43,-125
965,-125,-145
1000,94,-141
1043,-39,-125
988,-86,-148
992,94,-129
1039,39,-121
977,47,-121
1016,55,-121
957,-78,-141
973,-94,-125
1012,55,-121
977,-51,-156
973,-98,-125
1016,27,-137
984,-31,-148
973,-98,-121
1020,78,-125
969,-8,-145
984,-74,-121
1039,121,-121
969,27,-145
1039,90,-121
996,125,-117
1004,-8,-129
961,-121,-121
1012,141,-125
1008,16,-125
992,-105,-152
953,-59,-121
1027,35,-125
992,-47,-141
949,-66,-113
1031,63,-117
980,78,-137
1020,86,-109
1035,-8,-168
980,102,-109
992,-70,-137
992,31,-141
988,-94,-121
973,-16,-141
1004,47,-137
1051,-59,-129
973,-137,-152
996,66,-141
1043,-35,-125
961,-164,-156
984,59,-129
1027,-16,-125
953,-137,-148
1008,55,-113
1020,23,-125
996,164,-117
1031,63,-125
973,-47,-141
965,-94,-113
1051,90,-117
996,-4,-141
973,-78,-121
1043,105,-129
988,-12,-141
980,-63,-117
1074,113,-156
980,23,-145
1020,47,-125
1000,98,-137
1000,-23,-125
1004,43,-137
957,-23,-109
1016,-8,-121
973,-133,-129
996,102,-129
1012,35,-121
980,-125,-164
984,-23,-121
1008,43,-129
980,-98,-148
949,-51,-133
1023,63,-133
988,121,-148
1039,121,-121
1000,16,-137
980,-66,-129
961,-164,-121
977,31,-121
980,-39,-125
965,-168,-152
992,63,-129
996,-20,-117
914,-141,-137
1008,129,-129
1027,-4,-121
973,-129,-152
1000,148,-117
1008,12,-129
988,141,-148
1055,86,-121
992,-55,-148
980,-63,-121
1047,102,-125
980,-16,-145
984,-20,-121
1035,98,-121
980,31,-133
1027,-35,-137
977,-113,-141
1000,59,-133
1031,-66,-133
973,-94,-152
1000,74,-133
1051,74,-125
996,43,-121
1008,31,-121
969,-121,-164
965,-63,-121
1008,43,-121
969,-78,-172
961,-90,-117
1016,31,-137
977,-47,-148
977,-109,-129
1004,47,-129
980,-31,-145
973,-98,-121
1043,109,-113
973,-8,-141
977,-74,-113
1047,117,-121
961,27,-145
1039,82,-113
988,129,-109
1008,-8,-137
961,-113,-121
1012,137,-129
1012,12,-129
988,-78,-141
957,-63,-113
1031,39,-117
1016,23,-125
1035,90,-109
984,-23,-141
977,105,-125
988,-94,-121
1020,4,-152
977,-78,-121
977,-55,-125
996,47,-137
988,-74,-125
984,-86,-141
1000,63,-133
1047,-51,-125
969,-160,-156
996,74,-133
1043,-12,-121
961,-152,-160
996,63,-133
1020,8,-125
1000,145,-109
1012,66,-133
980,-43,-148
977,-94,-117
1031,94,-121
980,-16,-129
977,-94,-117
1055,117,-121
992,16,-141
1043,102,-121
996,94,-133
996,-16,-125
969,66,-129
969,-35,-129
996,-16,-121
969,8,-121
977,-63,-121
1023,27,-129
984,-82,-141
969,-63,-125
1035,59,-121
973,-102,-156
977,-55,-113
1035,86,-121
965,-55,-148
1012,-23,-137
1020,86,-117
996,0,-141
1020,105,-125
1004,70,-137
1000,-43,-125
965,-148,-121
996,70,-125
1012,-16,-125
949,-168,-121
1008,35,-141
1008,23,-113
980,145,-168
1023,82,-121
980,-35,-145
984,137,-113
973,-90,-113
988,20,-141
992,-78,-125
965,-129,-141
992,0,-133
977,-70,-125
961,-148,-148
992,35,-141
1031,-47,-117
969,-137,-152
996,66,-141
980,-23,-133
969,-137,-141
988,102,-133
1008,-16,-129
965,-109,-148
1008,125,-129
1016,43,-133
992,82,-129
1027,63,-121
973,-90,-152
973,-27,-121
1035,74,-121
984,-55,-152
977,-82,-113
1016,66,-121
992,-12,-152
980,-109,-125
1027,23,-125
984,23,-145
1043,113,-129
1008,70,-133
1008,-31,-129
957,94,-117
949,-43,-117
1004,8,-117
988,-129,-160
949,-66,-113
1027,-4,-121
965,-102,-113
1016,148,-137
1016,63,-125
977,-63,-148
965,-94,-121
1035,82,-121
996,-20,-129
969,-86,-125
1055,105,-117
984,0,-137
1051,102,-121
988,74,-141
996,-39,-121
977,-102,-137
996,102,-129
992,-39,-125
969,-23,-141
1004,113,-129
1012,-8,-121
977,-102,-152
1004,121,-125
1020,20,-117
984,148,-160
1016,47,-125
984,-43,-152
969,-86,-109
992,31,-121
980,-8,-141
984,-86,-125
1023,98,-121
988,20,-129
1043,-82,-133
961,-148,-152
988,35,-137
1039,-59,-117
957,-168,-156
1027,8,-125
1035,66,-125
992,145,-121
1016,35,-125
988,-70,-156
977,-74,-121
1008,63,-121
977,0,-145
1023,90,-129
996,8,-141
988,-78,-137
977,90,-125
961,59,-141
1059,113,-125
1012,59,-137
1035,-8,-125
969,-156,-160
1000,66,-125
1016,16,-121
1031,145,-191
1027,90,-129
984,-27,-137
977,-90,-117
1035,98,-117
1012,4,-141
1039,-82,-121
973,-137,-152
988,-4,-137
984,-59,-125
1055,117,-121
992,47,-141
1027,-23,-137
973,-133,-152
984,102,-121
1016,43,-121
1008,121,-121
1023,16,-125
957,-117,-160
973,-43,-109
1023,43,-121
969,-113,-164
980,-27,-117
1012,66,-113
965,-78,-152
973,-59,-117
1020,70,-117
965,-55,-168
980,-90,-117
1020,55,-129
984,-23,-141
977,-109,-117
1012,8,-125
965,63,-145
1051,121,-113
992,78,-129
1000,-23,-125
980,-148,-121
992,117,-125
1008,0,-109
988,-129,-145
965,-82,-109
969,4,-121
1000,129,-160
1031,78,-121
980,-51,-152
984,113,-117
980,-94,-148
984,-31,-148
1008,43,-117
988,-109,-145
988,4,-145
1039,-51,-125
980,-109,-137
992,35,-129
1031,-70,-129
980,-78,-141
996,70,-141
1031,-63,-129
988,-20,-141
1000,82,-133
1047,70,-121
988,129,-117
1020,23,-129
977,-109,-160
961,-82,-117
1004,16,-125
977,-63,-148
965,-102,-121
977,66,-133
980,-39,-152
977,-102,-125
1043,94,-117
977,-16,-141
973,-94,-121
1055,117,-117
965,23,-137
1047,98,-117
996,98,-137
1000,-16,-121
965,-109,-113
961,133,-102
1004,-8,-129
980,-55,-113
1004,133,-121
1020,31,-129
1000,-47,-137
957,-66,-117
1035,59,-113
973,133,-148
1031,74,-129
992,0,-152
965,-78,-121
980,-39,-137
984,35,-133
980,-70,-125
988,-109,-137
988,70,-137
996,-55,-129
953,-152,-148
1008,66,-133
996,-27,-121
965,-168,-160
973,55,-109
1031,8,-125
984,148,-164
1023,74,-125
984,-43,-156
996,-86,-129
1027,105,-117
977,4,-137
1039,-86,-125
973,-125,-145
1004,8,-137
1043,-74,-125
965,-148,-152
996,31,-141
1027,-47,-125
977,-152,-156
1000,82,-137
1031,0,-121
992,125,-125
1016,16,-133
980,-86,-145
984,-63,-129
1023,47,-125
973,-105,-156
992,-31,-129
1043,55,-121
969,-90,-152
980,-43,-117
1027,78,-117
961,-47,-152
973,-78,-113
1012,74,-121
1016,12,-145
1027,117,-105
992,39,-137
984,-35,-125
953,-160,-121
996,55,-125
1008,-27,-133
961,-160,-117
1000,113,-129
1012,-8,-125
973,-133,-125
988,141,-121
1027,8,-141
980,125,-152
1062,94,-133
992,-27,-141
977,102,-121
977,-113,-121
996,4,-148
1008,-39,-121
973,-121,-152
1004,35,-145
961,-4,-125
984,-129,-152
996,66,-133
1043,-35,-125
973,-109,-145
1027,90,-137
1023,-16,-125
961,-51,-133
1000,113,-117
1023,-8,-129
980,-74,-141
1000,113,-125
1016,8,-125
980,152,-113
1020,55,-121
984,-43,-148
969,-90,-113
1039,8,-141
980,-8,-137
1008,-94,-148
1023,94,-129
996,31,-148
1035,102,-133
1004,129,-133
1000,-12,-121
949,74,-117
945,-51,-117
988,43,-125
977,-113,-152
957,-70,-109
1020,51,-121
992,-66,-152
977,-86,-121
1016,66,-121
988,8,-141
1039,98,-125
988,31,-129
992,-59,-129
961,-117,-121
1000,55,-133
988,-55,-117
984,-82,-129
992,90,-137
1004,-27,-117
1004,-27,-117
996,105,-125
1023,12,-129
1004,-125,-152
965,-43,-109
1020,20,-129
1000,148,-156
1020,16,-137
980,-47,-145
965,145,-113
1000,-86,-145
992,-12,-148
969,125,-113
984,-133,-156
992,16,-145
1039,-66,-117
961,-141,-141
988,43,-125
1023,-51,-129
949,-156,-156
1004,59,-125
1035,-35,-129
961,-156,-160
1000,109,-133
1023,0,-129
984,137,-117
1031,78,-121
988,-39,-145
965,-70,-113
996,74,-94
980,-20,-141
977,-63,-117
1035,98,-125
992,0,-148
1027,8,-121
1000,74,-133
1000,-47,-125
973,74,-125
957,-20,-133
1008,-4,-125
965,82,-121
969,-20,-113
1016,20,-125
953,-129,-145
1027,-27,-145
1008,35,-113
992,-109,-148
973,-86,-133
1023,51,-117
973,-90,-148
957,-90,-117
1023,39,-129
969,-47,-152
965,-94,-117
1004,55,-125
969,70,-141
1031,113,-109
992,78,-129
1004,-23,-133
957,-141,-121
1004,117,-133
1027,-12,-133
961,-125,-152
1000,133,-125
1000,23,-121
984,125,-160
1027,78,-117
973,-55,-160
1000,78,-121
988,-90,-141
980,0,-137
992,-47,-109
980,-105,-141
988,23,-137
1043,-78,-133
969,-109,-141
996,39,-133
1051,-70,-121
973,-55,-148
996,70,-129
1043,-27,-121
992,-94,-141
980,98,-125
1070,51,-125
1000,148,-117
1008,31,-121
980,-74,-156
965,-102,-121
1004,4,-125
977,-59,-148
965,-94,-121
1023,90,-125
984,-27,-145
977,-82,-121
1039,109,-117
988,0,-137
1043,94,-121
992,90,-125
949,12,-137
969,-121,-152
965,-39,-113
1012,-16,-129
965,-98,-117
996,133,-125
1020,16,-125
973,-27,-145
953,-63,-113
1023,55,-125
984,-78,-152
961,-63,-109
1074,66,-164
992,129,-148
1016,51,-125
992,16,-145
984,-90,-125
992,-59,-129
1000,35,-145
988,-70,-121
969,-148,-156
992,59,-137
992,-31,-121
961,-160,-156
988,55,-141
1031,-16,-121
957,-160,-145
1027,12,-113
1020,0,-125
996,152,-156
1027,78,-125
980,-47,-141
969,-86,-113
1043,102,-113
965,12,-129
1039,-74,-121
984,-129,-148
984,-4,-133
980,-59,-113
1031,98,-113
992,47,-137
1031,35,-121
1004,113,-133
1004,-12,-129
988,43,-129
957,-39,-125
1016,12,-125
973,-129,-160
977,-43,-125
1012,47,-129
973,-109,-164
988,-20,-117
1023,55,-117
977,-66,-141
988,-70,-133
1016,70,-121
984,-43,-152
973,-90,-125
1023,63,-121
961,-20,-145
973,-94,-117
1031,20,-141
957,8,-141
1055,109,-117
992,82,-129
988,-16,-129
992,-145,-121
992,129,-129
1008,4,-133
1000,-117,-156
973,-74,-121
1004,23,-129
992,129,-152
1047,94,-121
984,-47,-152
984,102,-125
992,-105,-148
988,-4,-152
1023,43,-121
977,-117,-137
992,35,-133
1023,-47,-137
973,-113,-141
1000,66,-137
1039,-66,-129
973,-82,-137
996,82,-133
1051,-43,-121
969,-23,-129
1000,98,-125
1035,0,-121
988,137,-129
1016,43,-129
969,-59,-160
973,-113,-113
1016,16,-117
980,-39,-148
980,-105,-125
1012,74,-125
996,-23,-148
969,-94,-121
1055,109,-121
973,8,-137
1043,102,-117
992,109,-133
984,-8,-125
961,74,-121
973,-47,-109
1000,12,-129
969,-94,-145
973,-74,-125
1027,43,-133
992,-43,-141
965,-70,-125
1035,66,-121
961,-35,-137
961,-74,-117
1039,94,-121
965,-43,-156
980,-63,-125
1059,74,-129
977,63,-141
1012,12,-137
996,94,-137
996,-43,-129
973,-117,-121
1000,94,-129
1008,-20,-121
969,-156,-164
1004,78,-129
1016,23,-125
980,148,-160
1004,55,-129
973,-39,-137
941,133,-102
977,-94,-133
980,-8,-137
984,117,-117
965,-129,-152
996,23,-137
1043,-78,-121
961,-168,-164
992,23,-129
1043,-39,-113
973,-156,-160
992,86,-137
1027,-16,-133
969,-141,-160
984,117,-121
1016,-4,-125
973,-117,-152
1004,141,-121
1012,16,-121
992,129,-117
1035,78,-117
980,-66,-148
992,-27,-125
1031,90,-117
984,-23,-152
992,-20,-133
1027,94,-113
969,8,-129
1031,98,-125
996,74,-133
1004,-35,-129
953,109,-125
1020,-27,-121
1020,-8,-125
957,-160,-121
988,90,-125
1016,16,-125
977,-129,-160
961,-63,-113
996,31,-129
988,-86,-156
965,-102,-117
1027,0,-137
984,105,-145
1043,113,-121
996,20,-141
988,-63,-129
965,-141,-109
1004,39,-145
980,-23,-109
973,-141,-156
996,78,-141
988,-12,-129
969,-125,-152
996,113,-141
1023,-39,-121
980,-90,-145
1012,121,-133
1023,-12,-133
938,-27,-121
1004,121,-121
1027,16,-117
980,121,-125
1039,66,-125
984,-55,-156
969,-86,-109
1031,35,-125
980,-20,-156
973,-98,-109
992,23,-117
988,12,-141
1035,117,-117
1004,90,-133
1000,-27,-121
965,98,-113
941,-23,-133
1000,-4,-125
965,74,-125
953,-55,-121
1000,23,-125
965,-105,-152
941,-59,-94
1012,47,-129
984,-59,-145
969,-86,-125
1027,63,-121
992,-8,-137
969,-86,-117
1043,86,-117
969,-59,-152
973,-63,-117
1035,98,-121
973,90,-148
1016,27,-121
992,70,-137
980,-59,-121
988,-94,-133
996,86,-133
996,-39,-121
957,-148,-156
1008,86,-125
1000,-20,-125
961,-156,-160
996,59,-121
1023,20,-121
977,160,-160
1023,78,-125
977,-39,-141
988,156,-109
969,-86,-137
988,-4,-137
977,-90,-117
1035,109,-121
1000,-12,-133
980,-78,-121
1062,121,-121
992,16,-141
1039,-55,-121
980,-148,-148
992,51,-145
1047,8,-113
992,113,-133
1004,4,-129
984,-90,-148
977,-59,-133
1016,35,-125
965,-117,-148
977,-35,-121
1027,43,-121
973,-109,-164
1000,-31,-129
1027,66,-113
973,-78,-152
969,-74,-121
1016,70,-121
1000,-20,-145
973,-102,-121
1016,43,-129
980,-16,-148
973,-102,-121
996,55,-133
961,74,-145
1062,109,-117
1000,74,-125
1004,-27,-117
969,-152,-156
992,113,-129
1004,-4,-133
961,-129,-152
992,137,-121
1012,4,-133
992,117,-152
1023,63,-125
980,-66,-148
996,94,-117
992,-74,-141
984,-59,-148
961,-23,-117
1027,86,-117
988,-20,-145
969,-70,-117
1023,82,-125
996,-8,-148
980,-78,-102
1027,43,-129
988,43,-133
1043,105,-125
1000,66,-129
1008,-12,-121
957,94,-113
949,-51,-121
996,4,-129
973,-121,-156
957,-74,-117
1031,4,-141
969,-94,-152
1000,-98,-137
1020,59,-137
988,-59,-148
973,-98,-121
1035,82,-121
988,-23,-129
977,-82,-117
1059,105,-117
988,12,-137
1039,102,-113
996,74,-137
988,-27,-121
977,-105,-117
1008,113,-129
996,-39,-125
973,-31,-117
1004,117,-125
1020,-4,-129
977,-90,-141
1004,121,-133
1023,23,-121
977,156,-156
1012,47,-125
984,-51,-148
965,141,-113
996,-16,-145
984,-4,-145
1008,121,-129
977,-117,-137
992,20,-141
1035,-90,-125
957,-141,-148
980,31,-125
1047,-59,-133
1016,27,-125
984,-90,-152
953,-55,-113
1047,51,-121
973,-98,-160
957,-47,-113
1035,74,-117
965,129,-160
1047,94,-117
988,8,-148
992,-63,-125
961,-137,-117
992,55,-137
1000,-35,-121
980,-129,-148
988,82,-137
1004,-39,-125
977,-86,-145
984,94,-133
1039,-20,-113
973,-141,-152
984,82,-133
1035,12,-113
973,152,-160
1031,66,-125
977,-51,-145
973,-70,-117
1039,90,-125
980,-35,-137
984,-55,-121
1035,90,-129
980,-8,-145
984,-59,-117
1039,86,-117
980,4,-152
1066,102,-113
980,12,-121
1004,-12,-121
973,82,-117
949,-23,-133
1031,-16,-141
961,51,-121
1000,-59,-141
1016,27,-121
984,-47,-148
965,-63,-117
1027,47,-121
984,-98,-152
973,-51,-121
1031,55,-117
973,-102,-164
973,-35,-121
1039,66,-113
961,-63,-152
965,-78,-117
1020,12,-117
969,94,-145
1020,90,-98
988,74,-141
992,-27,-129
977,-129,-129
992,86,-133
1000,-23,-121
965,-125,-152
992,102,-129
1020,-12,-117
977,-27,-137
984,105,-129
1035,16,-113
980,145,-152
1012,39,-121
969,-51,-156
977,152,-113
988,-66,-129
973,-23,-145
977,-82,-117
1031,102,-117
977,4,-145
1047,-74,-125
973,-141,-145
988,-8,-141
984,-55,-121
1055,102,-117
973,39,-145
1043,4,-117
980,105,-133
1043,4,-141
973,-121,-148
977,-35,-117
1012,12,-117
965,-121,-160
1027,-35,-129
1023,31,-117
965,-117,-160
953,-59,-113
1031,43,-121
969,-90,-168
961,-74,-109
1008,8,-121
980,-47,-148
961,-86,-113
1020,70,-129
980,82,-145
1039,98,-121
988,55,-137
996,-31,-113
965,-141,-113
988,82,-137
988,-8,-129
977,-129,-152
988,102,-137
1016,-8,-117
988,-94,-156
984,121,-129
1016,20,-129
1023,47,-133
1016,59,-121
984,-66,-160
977,117,-113
996,-74,-137
973,-47,-156
965,-78,-102
1031,43,-129
977,-16,-141
977,-78,-105
1004,55,-133
973,12,-141
1012,-78,-109
977,-121,-148
980,43,-133
1043,78,-121
996,133,-125
1004,-8,-117
965,59,-125
953,-51,-121
973,47,-129
980,-113,-156
953,-63,-117
1023,51,-125
969,-70,-148
949,-70,-121
1023,74,-129
980,-35,-148
973,-82,-129
1035,98,-121
1016,8,-117
1043,98,-121
984,47,-137
988,-23,-125
973,-125,-121
988,78,-141
1004,-23,-117
980,-109,-125
980,102,-148
1000,-8,-113
984,-66,-121
996,117,-133
1020,4,-121
1016,47,-117
1039,63,-125
973,-78,-160
961,59,-125
1000,-78,-117
980,-43,-156
977,105,-117
992,-90,-141
969,0,-133
980,-82,-121
977,-82,-137
992,31,-141
1035,-74,-125
965,-74,-141
992,51,-137
1055,-43,-117
996,-39,-145
977,78,-133
1043,-20,-125
996,-23,-145
980,98,-125
1051,20,-125
1000,109,-117
1020,47,-129
969,-78,-156
977,-78,-121
1035,55,-121
969,-74,-152
965,-78,-113
1035,66,-121
980,-35,-156
969,-74,-117
1023,63,-125
984,20,-152
1027,117,-113
988,51,-141
1000,-23,-125
961,98,-113
1027,-20,-133
1012,-16,-121
965,-160,-117
969,55,-121
1012,20,-121
977,-148,-164
980,-20,-125
1008,23,-117
1020,-113,-152
953,-35,-129
1016,43,-125
984,137,-160
1020,90,-129
992,-23,-152
973,141,-113
996,-125,-117
984,4,-145
977,-63,-117
984,-129,-156
977,31,-137
1047,-59,-168
980,-121,-148
992,59,-137
1023,-47,-121
977,-148,-152
988,74,-133
1039,-27,-117
973,-156,-156
988,86,-129
1039,8,-125
977,145,-117
1008,43,-117
1000,-78,-164
965,-82,-109
1023,43,-121
980,-51,-152
973,-98,-113
1027,63,-117
980,-39,-145
965,-78,-117
1031,66,-117
988,-4,-145
973,-70,-113
1031,70,-121
1004,47,-129
1027,105,-121
996,66,-133
1004,-23,-117
965,-145,-125
992,90,-129
1020,0,-121
977,-145,-164
969,-23,-113
1020,31,-125
973,-117,-168
969,-43,-121
1008,55,-105
988,-82,-156
973,-63,-117
1023,66,-121
984,125,-145
1035,74,-121
980,4,-145
977,-66,-121
992,-113,-148
984,31,-145
988,-47,-125
980,-121,-145
980,82,-129
1031,-39,-129
980,-117,-152
996,105,-133
1008,-4,-125
969,-137,-160
992,125,-137
1023,31,-121
980,129,-125
1031,82,-117
1000,-47,-145
965,-66,-121
1027,90,-113
996,16,-141
1031,-78,-133
980,-113,-137
961,23,-137
1055,-66,-109
973,-145,-148
992,16,-141
1035,90,-113
988,90,-137
996,-4,-121
977,74,-121
965,-59,-105
1016,0,-137
957,-125,-145
957,-55,-117
1008,12,-117
977,-133,-156
945,-55,-105
1027,31,-121
977,-121,-160
961,-59,-113
1008,47,-105
973,-94,-133
977,-55,-133
1020,63,-121
984,121,-152
1008,78,-125
996,16,-145
984,-63,-117
1004,-31,-113
980,43,-141
996,-43,-121
992,-51,-145
988,82,-141
996,-43,-125
977,-86,-129
996,105,-133
1031,-16,-125
973,-109,-148
996,121,-133
1031,16,-121
980,121,-125
1039,78,-117
980,-70,-148
961,-63,-117
1047,102,-125
996,-43,-133
973,-78,-117
1031,109,-113
969,27,-133
1047,-74,-121
973,-152,-160
977,16,-141
1043,82,-117
984,102,-125
1008,12,-125
965,-137,-160
965,-66,-121
1008,4,-117
969,-133,-152
969,-55,-121
1023,23,-121
961,-125,-160
957,-20,-117
1023,59,-113
969,-105,-152
1012,-31,-137
1027,66,-113
980,-74,-148
973,-35,-121
1031,78,-113
984,-35,-145
977,-74,-129
1059,102,-113
961,82,-141
1051,86,-109
980,55,-152
977,-12,-121
965,-129,-145
977,105,-121
1031,-31,-145
973,-137,-156
1004,105,-133
1027,-12,-125
965,-152,-156
988,113,-129
1016,0,-129
977,145,-160
1023,74,-121
969,-59,-145
938,-102,-117
980,59,-133
965,-39,-137
969,-94,-113
1031,16,-141
980,-23,-145
969,-86,-113
1027,66,-117
988,0,-148
1051,98,-121
988,70,-133
1035,-35,-156
980,66,-121
969,-23,-137
1004,-16,-125
996,23,-125
949,-27,-125
1016,12,-125
949,-70,-141
945,-47,-109
1016,39,-109
988,-86,-145
1012,-74,-152
1004,31,-117
992,-78,-156
969,-86,-117
1031,8,-133
965,-78,-156
953,-82,-113
1027,51,-129
957,113,-152
1055,113,-121
980,27,-137
1039,-82,-164
988,-105,-113
996,55,-141
992,-55,-125
969,-27,-145
988,74,-129
1004,-31,-121
973,-94,-145
988,98,-137
1047,8,-121
984,105,-148
1047,63,-152
992,-70,-148
980,129,-129
988,-66,-133
945,16,-129
1039,-74,-109
1000,-102,-148
988,-31,-145
961,-74,-117
1031,98,-121
973,-16,-141
980,-78,-121
977,20,-109
980,16,-141
1043,105,-117
965,66,-117
1004,-23,-113
980,94,-117
969,-12,-121
1008,4,-117
992,-117,-148
957,-39,-109
1012,4,-133
930,8,-121
1020,63,-129
980,-59,-152
984,98,-125
984,78,-113
957,105,-105
1035,74,-121
992,51,-145
1039,-23,-125
973,-125,-145
977,90,-121
996,-27,-145
973,-133,-148
1008,113,-137
1043,16,-121
988,141,-121
1027,59,-117
980,-78,-152
957,-74,-129
980,47,-133
973,-63,-145
965,-105,-113
1027,39,-129
980,-39,-152
973,-86,-121
1039,86,-121
961,-31,-148
941,-16,-125
1035,102,-117
953,4,-145
1031,27,-125
988,82,-145
992,-27,-129
977,-94,-121
1000,109,-137
996,-4,-117
965,-133,-113
992,129,-125
988,-4,-109
977,-125,-156
984,129,-129
1000,23,-121
1031,125,-168
1020,82,-121
977,-31,-141
977,145,-109
930,-16,-145
988,-27,-148
977,129,-117
996,-82,-148
988,-4,-152
977,-43,-117
1035,90,-117
961,43,-125
1035,-39,-113
977,-133,-148
996,55,-141
1039,-39,-121
977,-160,-156
988,23,-137
1031,51,-113
992,133,-125
1039,4,-141
973,-102,-160
977,-74,-121
1016,31,-121
977,-98,-152
969,-59,-121
1035,59,-113
977,-102,-152
965,-31,-102
1027,82,-113
961,-59,-160
973,-63,-113
1012,78,-102
969,-12,-133
980,-74,-121
1039,105,-121
984,-4,-133
973,-74,-117
1043,109,-113
961,51,-145
1055,98,-117
1000,16,-133
1004,-8,-125
961,-137,-121
980,70,-117
1008,8,-125
984,152,-148
1027,51,-129
992,-90,-168
938,23,-137
996,-78,-121
973,-47,-148
992,82,-113
992,-117,-152
996,-20,-148
977,-70,-125
1043,105,-113
953,55,-121
1039,-70,-113
973,-141,-148
988,23,-141
1051,-51,-113
